month,days,mean_ssn,max_ssn
1895-09,30,96.133,192.0
1895-10,31,113.161,237.0
1895-11,30,78.633,183.0
1895-12,31,117.871,187.0
1896-01,31,48.355,92.0
1896-02,29,95.69,202.0
1896-03,31,86.484,183.0
1896-04,30,73.0,188.0
1896-05,31,46.097,112.0
1896-06,30,81.7,148.0
1896-07,31,75.161,138.0
1896-08,31,45.419,100.0
1896-09,30,102.2,195.0
1896-10,31,47.871,115.0
1896-11,30,63.333,155.0
1896-12,31,71.0,108.0
1897-01,31,67.645,108.0
1897-02,28,48.964,125.0
1897-03,31,48.677,92.0
1897-04,30,51.667,142.0
1897-05,31,33.258,93.0
1897-06,30,18.933,45.0
1897-07,31,46.065,68.0
1897-08,31,36.355,73.0
1897-09,30,80.367,157.0
1897-10,31,23.903,70.0
1897-11,30,14.0,53.0
1897-12,31,55.452,110.0
1898-01,31,50.355,108.0
1898-02,28,60.679,152.0
1898-03,31,63.871,162.0
1898-04,30,24.2,67.0
1898-05,31,43.0,80.0
1898-06,30,37.133,73.0
1898-07,31,15.032,87.0
1898-08,31,52.29,108.0
1898-09,30,58.067,117.0
1898-10,31,57.129,115.0
1898-11,30,51.6,118.0
1898-12,31,21.065,48.0
1899-01,31,32.387,97.0
1899-02,28,15.321,48.0
1899-03,31,30.258,87.0
1899-04,30,23.633,48.0
1899-05,31,12.903,42.0
1899-06,30,34.133,78.0
1899-07,31,22.548,48.0
1899-08,31,4.903,33.0
1899-09,30,14.0,62.0
1899-10,31,21.71,113.0
1899-11,30,13.033,42.0
1899-12,31,17.581,53.0
1900-01,31,15.677,52.0
1900-02,28,22.821,87.0
1900-03,31,14.355,62.0
1900-04,30,26.767,113.0
1900-05,31,25.323,87.0
1900-06,30,20.133,65.0
1900-07,31,13.935,50.0
1900-08,31,7.129,43.0
1900-09,30,13.867,48.0
1900-10,31,21.613,60.0
1900-11,30,7.533,32.0
1900-12,31,0.484,12.0
1901-01,31,0.387,12.0
1901-02,28,4.036,23.0
1901-03,31,7.387,40.0
1901-04,30,0.0,0.0
1901-05,31,17.0,65.0
1901-06,30,9.667,37.0
1901-07,31,1.161,12.0
1901-08,31,1.71,17.0
1901-09,30,0.933,15.0
1901-10,31,6.258,33.0
1901-11,30,6.4,18.0
1901-12,31,0.0,0.0
1902-01,31,9.29,42.0
1902-02,28,0.0,0.0
1902-03,31,20.677,93.0
1902-04,30,0.0,0.0
1902-05,31,4.677,17.0
1902-06,30,2.4,23.0
1902-07,31,1.516,22.0
1902-08,31,3.774,18.0
1902-09,30,12.633,50.0
1902-10,31,27.194,65.0
1902-11,30,17.167,67.0
1902-12,31,1.806,22.0
1903-01,31,13.871,42.0
1903-02,28,28.429,53.0
1903-03,31,22.484,90.0
1903-04,30,43.533,135.0
1903-05,31,24.323,108.0
1903-06,30,27.2,97.0
1903-07,31,46.355,98.0
1903-08,31,48.0,145.0
1903-09,30,18.5,63.0
1903-10,31,64.774,173.0
1903-11,30,74.233,188.0
1903-12,31,76.161,167.0
1904-01,31,52.613,123.0
1904-02,29,40.793,82.0
1904-03,31,61.935,115.0
1904-04,30,71.633,128.0
1904-05,31,65.742,107.0
1904-06,30,69.8,142.0
1904-07,31,84.258,155.0
1904-08,31,97.097,207.0
1904-09,30,50.167,118.0
1904-10,31,90.355,158.0
1904-11,30,63.367,115.0
1904-12,31,91.097,202.0
1905-01,31,91.194,163.0
1905-02,28,143.0,265.0
1905-03,31,94.258,212.0
1905-04,30,65.5,98.0
1905-05,31,79.935,145.0
1905-06,30,81.567,120.0
1905-07,31,121.645,247.0
1905-08,31,98.129,170.0
1905-09,30,91.767,143.0
1905-10,31,131.161,237.0
1905-11,30,178.667,303.0
1905-12,31,92.548,143.0
1906-01,31,75.806,168.0
1906-02,28,52.25,110.0
1906-03,31,107.419,242.0
1906-04,30,92.167,198.0
1906-05,31,96.226,182.0
1906-06,30,105.267,298.0
1906-07,31,172.677,233.0
1906-08,31,79.581,177.0
1906-09,30,93.467,142.0
1906-10,31,29.742,85.0
1906-11,30,64.833,150.0
1906-12,31,107.968,192.0
1907-01,31,127.355,197.0
1907-02,28,180.25,288.0
1907-03,31,101.129,198.0
1907-04,30,87.6,178.0
1907-05,31,71.419,140.0
1907-06,30,67.167,163.0
1907-07,31,82.871,172.0
1907-08,31,90.452,128.0
1907-09,30,141.667,193.0
1907-10,31,109.065,182.0
1907-11,30,102.467,227.0
1907-12,31,78.903,150.0
1908-01,31,65.355,127.0
1908-02,29,56.621,102.0
1908-03,31,47.871,92.0
1908-04,30,96.067,182.0
1908-05,31,68.032,137.0
1908-06,30,80.167,193.0
1908-07,31,65.806,155.0
1908-08,31,150.935,248.0
1908-09,30,144.9,267.0
1908-10,31,53.935,157.0
1908-11,30,75.867,153.0
1908-12,31,65.935,140.0
1909-01,31,94.645,225.0
1909-02,28,77.607,178.0
1909-03,31,110.516,228.0
1909-04,30,53.7,118.0
1909-05,31,59.968,108.0
1909-06,30,37.767,83.0
1909-07,31,59.645,173.0
1909-08,31,38.516,73.0
1909-09,30,64.7,120.0
1909-10,31,97.355,193.0
1909-11,30,92.967,182.0
1909-12,31,90.226,202.0
1910-01,31,44.032,92.0
1910-02,28,52.5,143.0
1910-03,31,35.71,70.0
1910-04,30,14.067,50.0
1910-05,31,36.935,83.0
1910-06,30,20.467,57.0
1910-07,31,23.548,60.0
1910-08,31,19.258,50.0
1910-09,30,43.733,152.0
1910-10,31,63.871,163.0
1910-11,30,8.267,37.0
1910-12,31,9.613,28.0
1911-01,31,5.581,20.0
1911-02,28,15.036,40.0
1911-03,31,13.0,48.0
1911-04,30,27.633,72.0
1911-05,31,15.129,42.0
1911-06,30,3.733,25.0
1911-07,31,5.935,28.0
1911-08,31,6.742,27.0
1911-09,30,6.667,33.0
1911-10,31,4.452,28.0
1911-11,30,6.967,22.0
1911-12,31,3.71,20.0
1912-01,31,0.419,13.0
1912-02,29,0.0,0.0
1912-03,31,8.226,28.0
1912-04,30,7.567,37.0
1912-05,31,7.419,22.0
1912-06,30,6.933,23.0
1912-07,31,4.903,23.0
1912-08,31,0.484,15.0
1912-09,30,15.933,37.0
1912-10,31,7.645,38.0
1912-11,30,1.9,23.0
1912-12,31,10.645,50.0
1913-01,31,3.774,17.0
1913-02,28,4.786,20.0
1913-03,31,0.774,12.0
1913-04,30,1.567,18.0
1913-05,31,0.0,0.0
1913-06,30,0.0,0.0
1913-07,31,2.903,22.0
1913-08,31,0.387,12.0
1913-09,30,1.967,22.0
1913-10,31,5.194,20.0
1913-11,30,1.167,13.0
1913-12,31,6.323,37.0
1914-01,31,4.71,42.0
1914-02,28,4.429,30.0
1914-03,31,5.258,30.0
1914-04,30,28.9,82.0
1914-05,31,8.742,48.0
1914-06,30,19.067,80.0
1914-07,31,9.065,28.0
1914-08,31,12.903,43.0
1914-09,30,21.233,80.0
1914-10,31,13.677,50.0
1914-11,30,27.3,57.0
1914-12,31,37.258,92.0
1915-01,31,38.484,78.0
1915-02,28,70.357,153.0
1915-03,31,64.774,128.0
1915-04,30,68.867,157.0
1915-05,31,55.097,173.0
1915-06,30,114.733,295.0
1915-07,31,119.419,240.0
1915-08,31,116.032,208.0
1915-09,30,82.433,157.0
1915-10,31,89.129,190.0
1915-11,30,70.933,137.0
1915-12,31,57.484,110.0
1916-01,31,75.516,168.0
1916-02,29,92.379,163.0
1916-03,31,111.677,183.0
1916-04,30,119.767,240.0
1916-05,31,123.968,260.0
1916-06,30,112.9,303.0
1916-07,31,89.323,228.0
1916-08,31,58.581,150.0
1916-09,30,75.067,153.0
1916-10,31,84.548,222.0
1916-11,30,109.467,203.0
1916-12,31,88.258,172.0
1917-01,31,124.548,207.0
1917-02,28,119.857,207.0
1917-03,31,158.0,220.0
1917-04,30,124.6,267.0
1917-05,31,190.226,283.0
1917-06,30,191.433,272.0
1917-07,31,199.742,363.0
1917-08,31,257.71,447.0
1917-09,30,215.567,348.0
1917-10,31,120.323,228.0
1917-11,30,160.733,270.0
1917-12,31,215.516,345.0
1918-01,31,159.968,230.0
1918-02,28,108.714,192.0
1918-03,31,120.419,227.0
1918-04,30,134.133,215.0
1918-05,31,127.871,232.0
1918-06,30,99.0,288.0
1918-07,31,179.452,258.0
1918-08,31,169.645,237.0
1918-09,30,133.2,242.0
1918-10,31,141.71,248.0
1918-11,30,138.967,355.0
1918-12,31,98.548,198.0
1919-01,31,80.161,183.0
1919-02,28,132.464,283.0
1919-03,31,110.871,210.0
1919-04,30,86.333,147.0
1919-05,31,146.871,267.0
1919-06,30,185.267,255.0
1919-07,31,107.839,213.0
1919-08,31,115.065,192.0
1919-09,30,91.133,148.0
1919-10,31,87.968,193.0
1919-11,30,69.9,177.0
1919-12,31,58.0,128.0
1920-01,31,85.258,217.0
1920-02,29,89.828,160.0
1920-03,31,116.903,282.0
1920-04,30,24.667,47.0
1920-05,31,55.419,108.0
1920-06,30,64.567,93.0
1920-07,31,45.71,77.0
1920-08,31,31.935,88.0
1920-09,30,60.533,142.0
1920-10,31,82.71,128.0
1920-11,30,45.3,95.0
1920-12,31,49.839,120.0
1921-01,31,52.548,130.0
1921-02,28,47.143,80.0
1921-03,31,44.484,92.0
1921-04,30,53.967,100.0
1921-05,31,37.0,118.0
1921-06,30,56.167,142.0
1921-07,31,69.742,182.0
1921-08,31,37.968,137.0
1921-09,30,29.6,62.0
1921-10,31,30.323,107.0
1921-11,30,29.6,92.0
1921-12,31,33.903,102.0
1922-01,31,19.742,47.0
1922-02,28,43.929,138.0
1922-03,31,91.258,212.0
1922-04,30,18.333,65.0
1922-05,31,13.355,63.0
1922-06,30,9.8,38.0
1922-07,31,18.29,50.0
1922-08,31,10.935,40.0
1922-09,30,7.8,23.0
1922-10,31,10.355,35.0
1922-11,30,12.233,25.0
1922-12,31,29.032,80.0
1923-01,31,7.548,53.0
1923-02,28,2.5,18.0
1923-03,31,5.484,27.0
1923-04,30,10.233,23.0
1923-05,31,5.323,18.0
1923-06,30,15.267,63.0
1923-07,31,5.935,30.0
1923-08,31,0.806,13.0
1923-09,30,22.133,55.0
1923-10,31,19.484,53.0
1923-11,30,16.733,48.0
1923-12,31,4.645,27.0
1924-01,31,0.806,13.0
1924-02,29,8.483,53.0
1924-03,31,3.0,25.0
1924-04,30,18.933,72.0
1924-05,31,34.613,83.0
1924-06,30,39.967,103.0
1924-07,31,46.935,92.0
1924-08,31,32.129,93.0
1924-09,30,41.9,98.0
1924-10,31,42.613,75.0
1924-11,30,37.5,117.0
1924-12,31,27.484,80.0
1925-01,31,9.097,43.0
1925-02,28,38.607,118.0
1925-03,31,29.968,72.0
1925-04,30,52.967,112.0
1925-05,31,71.355,138.0
1925-06,30,79.067,197.0
1925-07,31,64.194,110.0
1925-08,31,63.258,153.0
1925-09,30,100.3,143.0
1925-10,31,115.323,208.0
1925-11,30,97.6,227.0
1925-12,31,164.387,262.0
1926-01,31,119.71,207.0
1926-02,28,116.429,270.0
1926-03,31,104.194,198.0
1926-04,30,64.167,125.0
1926-05,31,107.0,170.0
1926-06,30,122.367,185.0
1926-07,31,87.226,208.0
1926-08,31,102.71,168.0
1926-09,30,101.433,187.0
1926-10,31,119.258,252.0
1926-11,30,100.833,188.0
1926-12,31,132.387,193.0
1927-01,31,136.0,248.0
1927-02,28,155.071,288.0
1927-03,31,116.065,245.0
1927-04,30,155.833,272.0
1927-05,31,131.903,238.0
1927-06,30,98.5,193.0
1927-07,31,91.581,200.0
1927-08,31,89.645,162.0
1927-09,30,114.067,257.0
1927-10,31,105.194,192.0
1927-11,30,112.1,188.0
1927-12,31,75.29,147.0
1928-01,31,139.226,227.0
1928-02,29,122.448,218.0
1928-03,31,142.419,235.0
1928-04,30,134.333,242.0
1928-05,31,128.258,263.0
1928-06,30,152.4,272.0
1928-07,31,163.387,235.0
1928-08,31,139.581,193.0
1928-09,30,149.567,283.0
1928-10,31,102.258,153.0
1928-11,30,83.933,150.0
1928-12,31,98.323,187.0
1929-01,31,114.774,188.0
1929-02,28,104.679,202.0
1929-03,31,83.774,172.0
1929-04,30,87.933,127.0
1929-05,31,97.0,157.0
1929-06,30,119.867,183.0
1929-07,31,117.129,167.0
1929-08,31,109.613,220.0
1929-09,30,57.267,100.0
1929-10,31,90.097,162.0
1929-11,30,135.133,243.0
1929-12,31,179.935,242.0
1930-01,31,108.839,225.0
1930-02,28,83.143,195.0
1930-03,31,58.387,92.0
1930-04,30,63.7,108.0
1930-05,31,61.387,112.0
1930-06,30,48.0,117.0
1930-07,31,36.548,65.0
1930-08,31,41.516,88.0
1930-09,30,53.533,122.0
1930-10,31,57.226,105.0
1930-11,30,59.367,127.0
1930-12,31,43.0,90.0
1931-01,31,24.419,72.0
1931-02,28,71.821,167.0
1931-03,31,50.065,85.0
1931-04,30,51.967,77.0
1931-05,31,40.806,62.0
1931-06,30,25.5,78.0
1931-07,31,29.0,80.0
1931-08,31,21.613,60.0
1931-09,30,31.7,57.0
1931-10,31,16.581,42.0
1931-11,30,31.2,73.0
1931-12,31,29.677,63.0
1932-01,31,20.065,73.0
1932-02,29,17.621,65.0
1932-03,31,18.806,77.0
1932-04,30,18.667,57.0
1932-05,31,29.742,68.0
1932-06,30,36.933,67.0
1932-07,31,16.032,57.0
1932-08,31,11.323,43.0
1932-09,30,6.6,32.0
1932-10,31,14.774,48.0
1932-11,30,13.7,52.0
1932-12,31,18.452,38.0
1933-01,31,20.387,70.0
1933-02,28,36.893,112.0
1933-03,31,16.839,48.0
1933-04,30,4.9,33.0
1933-05,31,5.258,28.0
1933-06,30,8.667,32.0
1933-07,31,4.71,30.0
1933-08,31,0.387,12.0
1933-09,30,8.5,32.0
1933-10,31,5.0,33.0
1933-11,30,1.0,17.0
1933-12,31,0.419,13.0
1934-01,31,5.677,27.0
1934-02,28,12.929,32.0
1934-03,31,7.194,37.0
1934-04,30,18.8,55.0
1934-05,31,32.903,77.0
1934-06,30,11.167,52.0
1934-07,31,15.323,42.0
1934-08,31,13.903,45.0
1934-09,30,6.7,35.0
1934-10,31,9.548,27.0
1934-11,30,14.467,58.0
1934-12,31,25.677,78.0
1935-01,31,31.097,57.0
1935-02,28,34.143,80.0
1935-03,31,38.484,120.0
1935-04,30,20.367,62.0
1935-05,31,45.387,103.0
1935-06,30,76.167,123.0
1935-07,31,56.484,103.0
1935-08,31,50.226,92.0
1935-09,30,70.1,133.0
1935-10,31,88.742,158.0
1935-11,30,107.0,185.0
1935-12,31,102.452,142.0
1936-01,31,104.677,178.0
1936-02,29,123.897,185.0
1936-03,31,128.419,187.0
1936-04,30,124.8,167.0
1936-05,31,90.935,142.0
1936-06,30,116.7,198.0
1936-07,31,87.161,155.0
1936-08,31,144.968,205.0
1936-09,30,126.667,213.0
1936-10,31,148.226,230.0
1936-11,30,192.3,363.0
1936-12,31,205.613,342.0
1937-01,31,220.871,388.0
1937-02,28,214.071,373.0
1937-03,31,139.742,257.0
1937-04,30,182.167,317.0
1937-05,31,194.387,355.0
1937-06,30,217.133,332.0
1937-07,31,241.806,372.0
1937-08,31,229.484,345.0
1937-09,30,167.867,213.0
1937-10,31,208.161,357.0
1937-11,30,123.933,192.0
1937-12,31,147.935,258.0
1938-01,31,163.968,248.0
1938-02,28,198.643,342.0
1938-03,31,144.161,268.0
1938-04,30,168.367,240.0
1938-05,31,212.29,287.0
1938-06,30,162.633,232.0
1938-07,31,275.613,382.0
1938-08,31,192.806,288.0
1938-09,30,149.333,250.0
1938-10,31,165.258,265.0
1938-11,30,203.6,293.0
1938-12,31,154.742,257.0
1939-01,31,133.871,223.0
1939-02,28,129.0,187.0
1939-03,31,107.774,222.0
1939-04,30,181.9,253.0
1939-05,31,197.323,287.0
1939-06,30,168.3,228.0
1939-07,31,162.645,278.0
1939-08,31,176.323,283.0
1939-09,30,187.7,280.0
1939-10,31,146.903,240.0
1939-11,30,113.667,185.0
1939-12,31,70.161,103.0
1940-01,31,84.097,147.0
1940-02,29,99.069,158.0
1940-03,31,138.871,227.0
1940-04,30,101.067,157.0
1940-05,31,90.613,155.0
1940-06,30,139.8,227.0
1940-07,31,112.484,210.0
1940-08,31,175.871,270.0
1940-09,30,110.767,217.0
1940-10,31,91.548,128.0
1940-11,30,97.4,167.0
1940-12,31,113.774,263.0
1941-01,31,76.129,148.0
1941-02,28,74.286,142.0
1941-03,31,77.452,127.0
1941-04,30,54.567,98.0
1941-05,31,49.032,97.0
1941-06,30,99.633,197.0
1941-07,31,111.419,222.0
1941-08,31,100.129,178.0
1941-09,30,109.8,247.0
1941-10,31,77.194,110.0
1941-11,30,64.0,140.0
1941-12,31,56.194,117.0
1942-01,31,59.484,138.0
1942-02,28,87.929,155.0
1942-03,31,90.387,212.0
1942-04,30,101.233,182.0
1942-05,31,41.774,90.0
1942-06,30,18.9,52.0
1942-07,31,29.613,83.0
1942-08,31,33.742,78.0
1942-09,30,28.667,55.0
1942-10,31,32.0,85.0
1942-11,30,51.267,110.0
1942-12,31,37.613,102.0
1943-01,31,20.742,45.0
1943-02,28,48.107,105.0
1943-03,31,45.742,88.0
1943-04,30,43.533,75.0
1943-05,31,23.581,78.0
1943-06,30,12.733,32.0
1943-07,31,22.0,57.0
1943-08,31,32.323,88.0
1943-09,30,16.733,52.0
1943-10,31,12.968,32.0
1943-11,30,17.033,42.0
1943-12,31,31.355,80.0
1944-01,31,6.097,32.0
1944-02,29,0.828,12.0
1944-03,31,18.258,60.0
1944-04,30,0.433,13.0
1944-05,31,4.097,38.0
1944-06,30,8.233,23.0
1944-07,31,8.452,23.0
1944-08,31,27.903,57.0
1944-09,30,23.733,47.0
1944-10,31,28.065,77.0
1944-11,30,17.933,40.0
1944-12,31,47.355,93.0
1945-01,31,30.774,68.0
1945-02,28,21.214,48.0
1945-03,31,35.871,105.0
1945-04,30,53.367,118.0
1945-05,31,51.0,103.0
1945-06,30,60.233,117.0
1945-07,31,71.0,175.0
1945-08,31,43.097,118.0
1945-09,30,58.133,140.0
1945-10,31,114.548,163.0
1945-11,30,76.6,110.0
1945-12,31,45.71,80.0
1946-01,31,79.323,182.0
1946-02,28,143.786,202.0
1946-03,31,127.742,182.0
1946-04,30,126.133,200.0
1946-05,31,141.613,272.0
1946-06,30,122.567,187.0
1946-07,31,193.677,290.0
1946-08,31,178.677,257.0
1946-09,30,157.4,253.0
1946-10,31,170.548,240.0
1946-11,30,206.267,282.0
1946-12,31,202.871,275.0
1947-01,31,163.71,282.0
1947-02,28,188.893,302.0
1947-03,31,183.839,300.0
1947-04,30,212.133,320.0
1947-05,31,285.032,457.0
1947-06,30,232.133,382.0
1947-07,31,223.548,297.0
1947-08,31,267.355,440.0
1947-09,30,239.867,385.0
1947-10,31,231.677,389.0
1947-11,30,181.3,273.0
1947-12,31,164.903,241.0
1948-01,31,153.613,194.0
1948-02,29,122.0,171.0
1948-03,31,134.258,235.0
1948-04,30,268.533,347.0
1948-05,31,246.387,435.0
1948-06,30,237.5,306.0
1948-07,31,201.355,300.0
1948-08,31,223.677,309.0
1948-09,30,202.933,336.0
1948-10,31,192.935,314.0
1948-11,30,135.633,208.0
1948-12,31,195.29,313.0
1949-01,31,168.613,251.0
1949-02,28,258.036,317.0
1949-03,31,223.032,313.0
1949-04,30,208.133,262.0
1949-05,31,150.355,200.0
1949-06,30,172.367,317.0
1949-07,31,178.258,278.0
1949-08,31,175.323,269.0
1949-09,30,205.833,290.0
1949-10,31,186.29,314.0
1949-11,30,203.2,266.0
1949-12,31,166.581,241.0
1950-01,31,143.871,231.0
1950-02,28,134.25,279.0
1950-03,31,155.387,265.0
1950-04,30,160.633,227.0
1950-05,31,150.452,229.0
1950-06,30,118.333,181.0
1950-07,31,128.871,184.0
1950-08,31,120.645,163.0
1950-09,30,72.667,123.0
1950-10,31,86.968,152.0
1950-11,30,77.7,133.0
1950-12,31,76.677,163.0
1951-01,31,85.0,184.0
1951-02,28,84.821,137.0
1951-03,31,79.323,156.0
1951-04,30,131.7,212.0
1951-05,31,153.677,324.0
1951-06,30,142.4,231.0
1951-07,31,87.161,159.0
1951-08,31,86.452,187.0
1951-09,30,117.667,183.0
1951-10,31,73.258,135.0
1951-11,30,74.2,108.0
1951-12,31,64.968,150.0
1952-01,31,57.871,102.0
1952-02,29,32.448,76.0
1952-03,31,31.548,106.0
1952-04,30,41.7,88.0
1952-05,31,33.613,81.0
1952-06,30,52.0,108.0
1952-07,31,56.065,132.0
1952-08,31,77.774,127.0
1952-09,30,40.433,126.0
1952-10,31,34.194,59.0
1952-11,30,31.833,67.0
1952-12,31,48.871,101.0
1953-01,31,37.871,88.0
1953-02,28,5.893,21.0
1953-03,31,14.677,71.0
1953-04,30,39.6,93.0
1953-05,31,18.29,65.0
1953-06,30,31.5,72.0
1953-07,31,12.71,54.0
1953-08,31,33.645,109.0
1953-09,30,27.967,59.0
1953-10,31,12.29,41.0
1953-11,30,2.5,18.0
1953-12,31,3.935,17.0
1954-01,31,0.355,11.0
1954-02,28,0.786,11.0
1954-03,31,15.806,59.0
1954-04,30,2.667,22.0
1954-05,31,1.194,14.0
1954-06,30,0.367,11.0
1954-07,31,7.258,22.0
1954-08,31,12.613,33.0
1954-09,30,2.3,14.0
1954-10,31,10.452,35.0
1954-11,30,13.4,58.0
1954-12,31,11.258,41.0
1955-01,31,33.419,76.0
1955-02,28,29.893,48.0
1955-03,31,7.29,33.0
1955-04,30,16.433,51.0
1955-05,31,41.29,75.0
1955-06,30,45.167,92.0
1955-07,31,38.194,85.0
1955-08,31,58.032,123.0
1955-09,30,60.8,126.0
1955-10,31,83.0,176.0
1955-11,30,126.267,215.0
1955-12,31,108.839,149.0
1956-01,31,104.129,184.0
1956-02,29,175.621,382.0
1956-03,31,167.677,215.0
1956-04,30,156.733,252.0
1956-05,31,193.387,263.0
1956-06,30,165.067,236.0
1956-07,31,182.742,306.0
1956-08,31,240.194,336.0
1956-09,30,245.433,360.0
1956-10,31,219.935,269.0
1956-11,30,285.033,442.0
1956-12,31,272.0,324.0
1957-01,31,233.677,357.0
1957-02,28,184.464,222.0
1957-03,31,222.806,323.0
1957-04,30,248.033,355.0
1957-05,31,233.0,303.0
1957-06,30,284.333,388.0
1957-07,31,265.097,375.0
1957-08,31,223.71,370.0
1957-09,30,334.0,473.0
1957-10,31,359.387,473.0
1957-11,30,298.633,377.0
1957-12,31,339.0,503.0
1958-01,31,286.677,412.0
1958-02,28,233.607,279.0
1958-03,31,270.0,484.0
1958-04,30,277.567,413.0
1958-05,31,248.226,381.0
1958-06,30,242.867,293.0
1958-07,31,270.968,379.0
1958-08,31,283.516,371.0
1958-09,30,285.067,378.0
1958-10,31,256.903,344.0
1958-11,30,215.6,368.0
1958-12,31,265.677,365.0
1959-01,31,307.71,394.0
1959-02,28,202.607,269.0
1959-03,31,262.968,351.0
1959-04,30,231.3,344.0
1959-05,31,243.581,406.0
1959-06,30,238.9,272.0
1959-07,31,211.871,276.0
1959-08,31,282.581,426.0
1959-09,30,205.567,411.0
1959-10,31,157.742,202.0
1959-11,30,175.633,248.0
1959-12,31,177.097,241.0
1960-01,31,207.161,296.0
1960-02,29,149.931,256.0
1960-03,31,144.645,214.0
1960-04,30,172.7,229.0
1960-05,31,169.323,211.0
1960-06,30,156.0,234.0
1960-07,31,172.419,287.0
1960-08,31,189.968,364.0
1960-09,30,180.133,268.0
1960-10,31,117.258,198.0
1960-11,30,126.933,194.0
1960-12,31,121.161,167.0
1961-01,31,82.129,205.0
1961-02,28,65.393,106.0
1961-03,31,75.161,137.0
1961-04,30,86.867,140.0
1961-05,31,72.258,144.0
1961-06,30,109.5,181.0
1961-07,31,99.323,160.0
1961-08,31,79.226,154.0
1961-09,30,90.067,161.0
1961-10,31,53.71,108.0
1961-11,30,46.467,108.0
1961-12,31,56.871,133.0
1962-01,31,55.129,130.0
1962-02,28,71.679,176.0
1962-03,31,64.871,133.0
1962-04,30,65.867,127.0
1962-05,31,61.935,89.0
1962-06,30,59.567,99.0
1962-07,31,31.419,76.0
1962-08,31,31.452,76.0
1962-09,30,72.7,125.0
1962-10,31,56.097,102.0
1962-11,30,38.8,116.0
1962-12,31,33.226,69.0
1963-01,31,28.71,62.0
1963-02,28,35.179,75.0
1963-03,31,24.839,50.0
1963-04,30,41.733,89.0
1963-05,31,61.097,110.0
1963-06,30,51.233,123.0
1963-07,31,28.677,92.0
1963-08,31,47.452,96.0
1963-09,30,55.233,120.0
1963-10,31,50.129,82.0
1963-11,30,33.667,74.0
1963-12,31,21.645,45.0
1964-01,31,22.613,39.0
1964-02,29,25.276,76.0
1964-03,31,24.065,57.0
1964-04,30,12.867,33.0
1964-05,31,14.29,33.0
1964-06,30,13.533,35.0
1964-07,31,4.774,18.0
1964-08,31,13.774,51.0
1964-09,30,7.0,29.0
1964-10,31,9.161,29.0
1964-11,30,11.1,31.0
1964-12,31,22.065,54.0
1965-01,31,25.387,48.0
1965-02,28,20.786,36.0
1965-03,31,17.452,37.0
1965-04,30,10.167,39.0
1965-05,31,34.548,106.0
1965-06,30,23.267,54.0
1965-07,31,17.323,50.0
1965-08,31,13.29,44.0
1965-09,30,24.467,71.0
1965-10,31,29.129,89.0
1965-11,30,22.833,65.0
1965-12,31,24.677,91.0
1966-01,31,40.323,96.0
1966-02,28,35.286,78.0
1966-03,31,36.355,85.0
1966-04,30,69.0,105.0
1966-05,31,64.226,113.0
1966-06,30,67.667,116.0
1966-07,31,80.226,108.0
1966-08,31,72.645,135.0
1966-09,30,71.1,126.0
1966-10,31,81.161,136.0
1966-11,30,80.967,113.0
1966-12,31,99.774,184.0
1967-01,31,157.032,215.0
1967-02,28,132.607,263.0
1967-03,31,158.323,270.0
1967-04,30,98.433,153.0
1967-05,31,122.516,279.0
1967-06,30,95.4,195.0
1967-07,31,129.452,234.0
1967-08,31,151.774,197.0
1967-09,30,108.7,177.0
1967-10,31,124.968,221.0
1967-11,30,133.6,190.0
1967-12,31,178.968,244.0
1968-01,31,172.452,296.0
1968-02,29,158.483,299.0
1968-03,31,130.548,218.0
1968-04,30,115.0,173.0
1968-05,31,180.0,234.0
1968-06,30,156.167,197.0
1968-07,31,136.194,215.0
1968-08,31,154.839,244.0
1968-09,30,165.967,265.0
1968-10,31,152.548,197.0
1968-11,30,121.7,157.0
1968-12,31,155.484,210.0
1969-01,31,147.774,219.0
1969-02,28,170.536,304.0
1969-03,31,192.29,293.0
1969-04,30,151.133,221.0
1969-05,31,169.903,290.0
1969-06,30,150.067,276.0
1969-07,31,137.129,236.0
1969-08,31,138.774,258.0
1969-09,30,129.3,180.0
1969-10,31,135.387,205.0
1969-11,30,132.4,187.0
1969-12,31,138.645,215.0
1970-01,31,157.871,238.0
1970-02,28,180.821,248.0
1970-03,31,145.742,201.0
1970-04,30,155.067,266.0
1970-05,31,180.484,249.0
1970-06,30,151.3,238.0
1970-07,31,159.29,234.0
1970-08,31,131.677,170.0
1970-09,30,140.833,193.0
1970-10,31,122.645,201.0
1970-11,30,134.8,191.0
1970-12,31,118.194,170.0
1971-01,31,129.226,185.0
1971-02,28,111.821,147.0
1971-03,31,85.935,132.0
1971-04,30,101.633,177.0
1971-05,31,81.516,110.0
1971-06,30,70.667,159.0
1971-07,31,114.71,164.0
1971-08,31,87.0,153.0
1971-09,30,71.267,120.0
1971-10,31,73.355,123.0
1971-11,30,89.467,150.0
1971-12,31,116.452,166.0
1972-01,31,87.0,171.0
1972-02,29,125.276,224.0
1972-03,31,113.516,161.0
1972-04,30,89.633,125.0
1972-05,31,113.903,198.0
1972-06,30,124.7,197.0
1972-07,31,108.258,163.0
1972-08,31,108.871,208.0
1972-09,30,90.667,180.0
1972-10,31,86.935,157.0
1972-11,30,59.233,112.0
1972-12,31,64.29,101.0
1973-01,31,61.774,118.0
1973-02,28,60.857,120.0
1973-03,31,65.355,132.0
1973-04,30,81.8,132.0
