fecha,ftrt_index,ssn
2022-04-30,1.252149,50.0
2022-05-01,1.182123,36.0
2022-05-02,1.1038,32.0
2022-05-03,1.018944,76.0
2022-05-04,0.929004,77.0
2022-05-05,0.835185,78.0
2022-05-06,0.738511,76.0
2022-05-07,-0.307097,64.0
2022-05-08,-0.40685,80.0
2022-05-09,-0.506925,71.0
2022-05-10,-0.606505,57.0
2022-05-11,-0.704718,80.0
2022-05-12,-0.800611,112.0
2022-05-13,-3.095289,125.0
2022-05-14,-3.183192,131.0
2022-05-15,-3.265144,145.0
2022-05-16,-3.339641,149.0
2022-05-17,-3.405054,146.0
2022-05-18,-3.459666,131.0
2022-05-19,-3.501745,144.0
2022-05-20,-3.529632,132.0
2022-05-21,-3.541857,154.0
2022-05-22,-3.537255,162.0
2022-05-23,-1.312895,144.0
2022-05-24,-3.47504,132.0
2022-05-25,-3.417408,106.0
2022-05-26,-4.598119,81.0
2022-05-27,-4.507953,59.0
2022-05-28,-4.403616,42.0
2022-05-29,-4.286841,43.0
2022-05-30,-4.159481,58.0
2022-05-31,-4.023412,69.0
2022-06-01,-3.880475,62.0
2022-06-02,-1.530245,59.0
2022-06-03,-1.378724,56.0
2022-06-04,-1.225267,66.0
2022-06-05,-1.071303,49.0
2022-06-06,-0.918177,32.0
2022-06-07,-0.767162,7.0
2022-06-08,0.635704,3.0
2022-06-09,0.778824,21.0
2022-06-10,0.916197,46.0
2022-06-11,-1.155549,39.0
2022-06-12,-1.03326,53.0
2022-06-13,-0.92031,94.0
2022-06-14,-0.817894,123.0
2022-06-15,0.219792,148.0
2022-06-16,0.297642,150.0
2022-06-17,0.361531,152.0
2022-06-18,0.410408,147.0
2022-06-19,0.443288,118.0
2022-06-20,1.714448,96.0
2022-06-21,1.712649,96.0
2022-06-22,1.692306,89.0
2022-06-23,1.652694,70.0
2022-06-24,1.593133,61.0
2022-06-25,1.512962,47.0
2022-06-26,1.411512,33.0
2022-06-27,0.03288,52.0
2022-06-28,-0.113332,62.0
2022-06-29,-0.283242,37.0
2022-06-30,-0.477959,42.0
2022-07-01,-0.69883,58.0
2022-07-02,-0.947472,64.0
2022-07-03,-1.225735,56.0
2022-07-04,0.666692,59.0
2022-07-05,-1.877981,78.0
2022-07-06,-2.252389,82.0
2022-07-07,-2.652556,97.0
2022-07-08,-3.060549,87.0
2022-07-09,-1.233246,93.0
2022-07-10,-1.499392,107.0
2022-07-11,-1.563295,125.0
2022-07-12,-1.389932,114.0
2022-07-13,-1.044561,116.0
2022-07-14,-0.623399,123.0
2022-07-15,-0.194829,135.0
2022-07-16,0.204446,151.0
2022-07-17,0.55758,138.0
2022-07-18,0.858314,124.0
2022-07-19,1.105807,111.0
2022-07-20,1.302065,133.0
2022-07-21,-0.751501,110.0
2022-07-22,-0.646079,98.0
2022-07-23,-0.578993,97.0
2022-07-24,-0.545344,80.0
2022-07-25,-0.540442,86.0
2022-07-26,-0.559967,91.0
2022-07-27,-0.600052,60.0
2022-07-28,-0.657311,42.0
2022-07-29,1.473359,43.0
2022-07-30,1.390109,42.0
2022-07-31,1.297256,34.0
2022-08-01,1.196638,27.0
2022-08-02,1.089853,33.0
2022-08-03,0.978321,36.0
2022-08-04,0.863343,42.0
2022-08-05,0.746159,71.0
2022-08-06,0.628001,72.0
2022-08-07,0.510147,85.0
2022-08-08,0.39397,80.0
2022-08-09,0.280981,61.0
2022-08-10,0.172868,63.0
2022-08-11,0.071522,71.0
2022-08-12,-0.020962,102.0
2022-08-13,-0.102305,109.0
2022-08-14,-0.170105,110.0
2022-08-15,-2.424115,110.0
2022-08-16,-2.457684,123.0
2022-08-17,-2.470988,111.0
2022-08-18,-2.462506,87.0
2022-08-19,-2.431343,83.0
2022-08-20,-2.377322,74.0
2022-08-21,-2.300982,58.0
2022-08-22,-0.001323,71.0
2022-08-23,0.115629,50.0
2022-08-24,0.250064,60.0
2022-08-25,0.399851,93.0
2022-08-26,0.562863,94.0
2022-08-27,0.737096,94.0
2022-08-28,0.920729,83.0
2022-08-29,1.112165,70.0
2022-08-30,1.310027,48.0
2022-08-31,1.513141,43.0
2022-09-01,1.720492,62.0
2022-09-02,1.931182,63.0
2022-09-03,2.144376,68.0
2022-09-04,2.359254,72.0
2022-09-05,2.574962,83.0
2022-09-06,2.790575,75.0
2022-09-07,0.802895,96.0
2022-09-08,1.015133,97.0
2022-09-09,1.223848,103.0
2022-09-10,1.427648,117.0
2022-09-11,1.625027,128.0
2022-09-12,1.814377,141.0
2022-09-13,1.994008,118.0
2022-09-14,2.162169,91.0
2022-09-15,2.317068,101.0
2022-09-16,2.456887,92.0
2022-09-17,2.579799,86.0
2022-09-18,2.683981,73.0
2022-09-19,2.767615,70.0
2022-09-20,5.031075,68.0
2022-09-21,5.068218,84.0
2022-09-22,5.07945,105.0
2022-09-23,5.063024,131.0
2022-09-24,4.070254,147.0
2022-09-25,3.993467,135.0
2022-09-26,3.884175,132.0
2022-09-27,3.741089,108.0
2022-09-28,3.563266,85.0
2022-09-29,3.350304,72.0
2022-09-30,1.847392,76.0
2022-10-01,1.566414,110.0
2022-10-02,1.25514,128.0
2022-10-03,0.918437,165.0
2022-10-04,0.563561,167.0
2022-10-05,2.402964,164.0
2022-10-06,2.046454,162.0
2022-10-07,1.715247,163.0
2022-10-08,1.433513,154.0
2022-10-09,1.228078,129.0
2022-10-10,1.121406,120.0
2022-10-11,1.122175,106.0
2022-10-12,1.220443,103.0
2022-10-13,1.392108,83.0
2022-10-14,1.608632,82.0
2022-10-15,1.844791,46.0
2022-10-16,2.081724,75.0
2022-10-17,2.306767,73.0
2022-10-18,2.512119,50.0
2022-10-19,2.693476,49.0
2022-10-20,2.848945,36.0
2022-10-21,2.978241,57.0
2022-10-22,3.08212,70.0
2022-10-23,3.161971,52.0
2022-10-24,3.21953,54.0
2022-10-25,3.256684,78.0
2022-10-26,3.275341,83.0
2022-10-27,3.277351,86.0
2022-10-28,3.264454,89.0
2022-10-29,3.238257,87.0
2022-10-30,3.200226,75.0
2022-10-31,3.151684,63.0
2022-11-01,3.093817,85.0
2022-11-02,3.027688,98.0
2022-11-03,2.954241,78.0
2022-11-04,0.672143,103.0
2022-11-05,0.586496,115.0
2022-11-06,0.495793,96.0
2022-11-07,0.40063,100.0
2022-11-08,0.301544,103.0
2022-11-09,0.199018,98.0
2022-11-10,0.093491,85.0
2022-11-11,-0.014637,74.0
2022-11-12,-0.124992,88.0
2022-11-13,2.521514,111.0
2022-11-14,2.407739,96.0
2022-11-15,1.736186,86.0
2022-11-16,1.6203,90.0
2022-11-17,1.503847,59.0
2022-11-18,1.387163,57.0
2022-11-19,1.270599,75.0
2022-11-20,1.154525,87.0
2022-11-21,1.03933,77.0
2022-11-22,0.925428,73.0
2022-11-23,0.813252,71.0
2022-11-24,0.703252,76.0
2022-11-25,0.595884,72.0
2022-11-26,0.491603,78.0
2022-11-27,0.390845,72.0
2022-11-28,0.294008,56.0
2022-11-29,0.201434,28.0
2022-11-30,0.11338,28.0
2022-12-01,-2.172176,51.0
2022-12-02,-2.250852,71.0
2022-12-03,-2.324939,75.0
2022-12-04,-2.394707,93.0
2022-12-05,-2.460585,103.0
2022-12-06,-2.523163,119.0
2022-12-07,-2.58318,127.0
2022-12-08,-2.641514,128.0
2022-12-09,-2.699162,111.0
2022-12-10,-2.757222,122.0
2022-12-11,-2.816871,140.0
2022-12-12,-2.87935,157.0
2022-12-13,-0.743763,159.0
2022-12-14,-0.815778,148.0
2022-12-15,-0.894542,141.0
2022-12-16,-0.981373,131.0
2022-12-17,-1.077548,131.0
2022-12-18,-3.386431,127.0
2022-12-19,-3.504663,113.0
2022-12-20,-5.837223,112.0
2022-12-21,-5.979685,100.0
2022-12-22,-6.132852,98.0
2022-12-23,-4.090777,85.0
2022-12-24,-4.249725,93.0
2022-12-25,-4.392107,105.0
2022-12-26,-4.492017,115.0
2022-12-27,-2.3125,94.0
2022-12-28,-2.228391,103.0
2022-12-29,-2.032523,123.0
2022-12-30,-1.744875,124.0
2022-12-31,-1.394376,98.0
2023-01-01,-3.209779,108.0
2023-01-02,-2.80824,109.0
2023-01-03,-2.408887,108.0
2023-01-04,-2.024984,96.0
2023-01-05,0.53538,112.0
2023-01-06,-0.086936,131.0
2023-01-07,0.198507,133.0
2023-01-08,0.441032,135.0
2023-01-09,0.638971,148.0
2023-01-10,1.739647,179.0
2023-01-11,1.851246,168.0
2023-01-12,1.92427,171.0
2023-01-13,1.963085,178.0
2023-01-14,1.972368,189.0
2023-01-15,1.956699,199.0
2023-01-16,1.920271,190.0
2023-01-17,1.866747,188.0
2023-01-18,1.799211,195.0
2023-01-19,2.276747,205.0
2023-01-20,2.188246,206.0
2023-01-21,2.091844,195.0
2023-01-22,1.988749,166.0
2023-01-23,1.879867,162.0
2023-01-24,1.765866,151.0
2023-01-25,1.090656,137.0
2023-01-26,0.967685,110.0
2023-01-27,0.840603,86.0
2023-01-28,0.709539,85.0
2023-01-29,0.574565,79.0
2023-01-30,0.435721,76.0
2023-01-31,0.293043,80.0
2023-02-01,0.146583,72.0
2023-02-02,-0.003556,58.0
2023-02-03,-0.15719,64.0
2023-02-04,-0.314006,71.0
2023-02-05,-0.473515,74.0
2023-02-06,-0.63498,111.0
2023-02-07,-0.797329,107.0
2023-02-08,-0.959045,125.0
2023-02-09,-1.118035,129.0
2023-02-10,-1.271471,163.0
2023-02-11,-1.415639,166.0
2023-02-12,-1.54584,159.0
2023-02-13,-1.65643,177.0
2023-02-14,-1.741176,159.0
2023-02-15,-1.237475,121.0
2023-02-16,-1.253777,91.0
2023-02-17,-1.23142,86.0
2023-02-18,-1.171495,104.0
2023-02-19,-1.077959,107.0
2023-02-20,-0.956583,112.0
2023-02-21,-0.813755,104.0
2023-02-22,-0.655587,86.0
2023-02-23,-0.487448,90.0
2023-02-24,-0.313821,117.0
2023-02-25,-0.138339,127.0
2023-02-26,0.03609,119.0
2023-02-27,0.207156,126.0
2023-02-28,0.373012,91.0
2023-03-01,0.532174,93.0
2023-03-02,0.683423,100.0
2023-03-03,0.82574,119.0
2023-03-04,0.958246,127.0
2023-03-05,1.080158,151.0
2023-03-06,1.190762,185.0
2023-03-07,1.289381,186.0
2023-03-08,1.375362,166.0
2023-03-09,1.448061,156.0
2023-03-10,0.95027,148.0
2023-03-11,0.994452,149.0
2023-03-12,1.023363,136.0
2023-03-13,1.036284,104.0
2023-03-14,1.032442,115.0
2023-03-15,1.010994,107.0
2023-03-16,0.971001,94.0
2023-03-17,0.911404,72.0
2023-03-18,0.830989,44.0
2023-03-19,0.72836,73.0
2023-03-20,0.601912,83.0
2023-03-21,0.44982,96.0
2023-03-22,0.270089,104.0
2023-03-23,0.060696,112.0
2023-03-24,-0.180026,149.0
2023-03-25,0.104051,153.0
2023-03-26,-0.197504,154.0
2023-03-27,-0.518379,158.0
2023-03-28,-0.83408,148.0
2023-03-29,-1.093339,158.0
2023-03-30,-1.213332,108.0
2023-03-31,-1.119832,75.0
2023-04-01,-0.819816,47.0
2023-04-02,-0.390085,44.0
2023-04-03,-0.464527,61.0
2023-04-04,0.019743,65.0
2023-04-05,0.478803,53.0
2023-04-06,0.899292,49.0
2023-04-07,1.275408,48.0
2023-04-08,1.605201,48.0
2023-04-09,1.888795,60.0
2023-04-10,1.180658,90.0
2023-04-11,1.377188,109.0
2023-04-12,1.534568,130.0
2023-04-13,2.603391,150.0
2023-04-14,2.693488,163.0
2023-04-15,2.75558,177.0
2023-04-16,2.793189,183.0
2023-04-17,2.809516,149.0
2023-04-18,2.807396,135.0
2023-04-19,2.789289,103.0
2023-04-20,0.555119,103.0
2023-04-21,0.511019,104.0
2023-04-22,0.456301,97.0
2023-04-23,2.594384,83.0
2023-04-24,2.521945,73.0
2023-04-25,2.442017,73.0
2023-04-26,2.355307,97.0
2023-04-27,2.818962,109.0
2023-04-28,2.720347,111.0
2023-04-29,2.05987,111.0
2023-04-30,1.950998,102.0
2023-05-01,1.837468,104.0
2023-05-02,1.719543,123.0
2023-05-03,1.597468,124.0
2023-05-04,1.471481,138.0
2023-05-05,1.341832,115.0
2023-05-06,1.208797,116.0
2023-05-07,1.072704,133.0
2023-05-08,0.933952,128.0
2023-05-09,0.793045,176.0
2023-05-10,1.207189,165.0
2023-05-11,0.507519,157.0
2023-05-12,0.364766,145.0
2023-05-13,0.223686,133.0
2023-05-14,0.085909,131.0
2023-05-15,-0.046584,113.0
2023-05-16,-0.17145,106.0
2023-05-17,0.270547,110.0
2023-05-18,0.169211,120.0
2023-05-19,0.08412,142.0
2023-05-20,0.018147,144.0
2023-05-21,-0.026283,146.0
2023-05-22,-0.047496,136.0
2023-05-23,-0.044835,127.0
2023-05-24,-0.018781,151.0
2023-05-25,0.029084,150.0
2023-05-26,0.096269,145.0
2023-05-27,0.179664,137.0
2023-05-28,0.275853,144.0
2023-05-29,0.381381,158.0
2023-05-30,0.492954,166.0
2023-05-31,0.607558,177.0
2023-06-01,0.722517,153.0
2023-06-02,0.835493,145.0
2023-06-03,0.944466,143.0
2023-06-04,1.04769,144.0
2023-06-05,1.143655,158.0
2023-06-06,0.674471,185.0
2023-06-07,0.752078,198.0
2023-06-08,0.818835,181.0
2023-06-09,0.873736,167.0
2023-06-10,0.915813,148.0
2023-06-11,0.944111,146.0
2023-06-12,0.957658,114.0
2023-06-13,0.955432,93.0
2023-06-14,0.936336,117.0
2023-06-15,0.89916,122.0
2023-06-16,0.842547,131.0
2023-06-17,0.764947,130.0
2023-06-18,0.664585,160.0
2023-06-19,0.539419,182.0
2023-06-20,0.387118,206.0
2023-06-21,0.761637,217.0
2023-06-22,0.54705,240.0
2023-06-23,0.297152,228.0
2023-06-24,0.009719,223.0
2023-06-25,-0.3159,204.0
2023-06-26,-0.676771,171.0
2023-06-27,-1.062433,156.0
2023-06-28,-1.446899,136.0
2023-06-29,-1.773127,111.0
2023-06-30,-1.940218,106.0
2023-07-01,-1.867515,136.0
2023-07-02,-1.608928,148.0
2023-07-03,-1.27572,154.0
2023-07-04,-0.937601,140.0
2023-07-05,-0.625768,135.0
2023-07-06,-0.351986,145.0
2023-07-07,-0.11892,159.0
2023-07-08,0.074988,177.0
2023-07-09,0.233142,180.0
2023-07-10,-0.196967,191.0
2023-07-11,-0.098121,210.0
2023-07-12,-0.023036,196.0
2023-07-13,-2.170415,152.0
2023-07-14,-2.132839,152.0
2023-07-15,-2.109817,127.0
2023-07-16,-2.09904,166.0
2023-07-17,0.103657,159.0
2023-07-18,0.095637,168.0
2023-07-19,0.080565,165.0
2023-07-20,0.059746,177.0
2023-07-21,0.034338,150.0
2023-07-22,0.561949,140.0
2023-07-23,-0.026138,144.0
2023-07-24,-0.059321,140.0
2023-07-25,-0.093267,138.0
2023-07-26,0.429479,153.0
2023-07-27,0.396712,146.0
2023-07-28,0.365949,165.0
2023-07-29,0.338197,178.0
2023-07-30,0.314527,181.0
2023-07-31,-0.260495,187.0
2023-08-01,-0.27256,180.0
2023-08-02,-0.277014,163.0
2023-08-03,-0.272632,145.0
2023-08-04,-0.258227,132.0
2023-08-05,-0.232691,131.0
2023-08-06,-0.195053,122.0
2023-08-07,-0.144528,126.0
2023-08-08,-0.08056,123.0
2023-08-09,-0.002855,102.0
2023-08-10,0.088612,109.0
2023-08-11,0.193602,105.0
2023-08-12,0.311639,80.0
2023-08-13,0.442049,101.0
2023-08-14,0.584018,118.0
2023-08-15,0.736635,122.0
2023-08-16,0.898952,148.0
2023-08-17,1.070019,145.0
2023-08-18,1.24892,124.0
2023-08-19,1.43479,130.0
2023-08-20,1.62682,101.0
2023-08-21,1.824253,110.0
2023-08-22,1.079382,114.0
2023-08-23,1.285455,105.0
2023-08-24,1.494755,92.0
2023-08-25,1.706502,90.0
2023-08-26,1.919837,91.0
2023-08-27,2.133804,84.0
2023-08-28,2.347329,82.0
2023-08-29,2.559212,90.0
2023-08-30,2.768117,104.0
2023-08-31,2.972577,89.0
2023-09-01,3.170993,86.0
2023-09-02,2.161125,82.0
2023-09-03,2.342172,91.0
2023-09-04,2.511669,102.0
2023-09-05,2.667558,115.0
2023-09-06,2.807677,120.0
2023-09-07,4.130274,132.0
2023-09-08,4.231925,117.0
2023-09-09,4.310646,133.0
2023-09-10,3.108617,173.0
2023-09-11,3.133492,190.0
2023-09-12,3.12725,145.0
2023-09-13,3.087028,131.0
2023-09-14,3.010016,134.0
2023-09-15,2.893617,109.0
2023-09-16,2.735676,88.0
2023-09-17,2.534814,89.0
2023-09-18,2.29087,127.0
2023-09-19,2.00543,149.0
2023-09-20,1.682404,170.0
2023-09-21,1.328576,194.0
2023-09-22,3.156219,200.0
2023-09-23,2.774696,196.0
2023-09-24,2.403749,176.0
2023-09-25,2.06484,169.0
2023-09-26,1.782491,140.0
2023-09-27,1.581039,133.0
2023-09-28,1.478217,116.0
2023-09-29,1.478163,103.0
2023-09-30,1.569304,117.0
2023-10-01,1.729275,151.0
2023-10-02,1.932889,168.0
2023-10-03,2.158022,144.0
2023-10-04,2.387855,154.0
2023-10-05,2.610713,159.0
2023-10-06,2.819012,158.0
2023-10-07,3.00816,134.0
2023-10-08,3.175663,144.0
2023-10-09,3.320467,153.0
2023-10-10,3.442488,132.0
2023-10-11,3.542266,145.0
2023-10-12,3.620733,137.0
2023-10-13,3.679039,113.0
2023-10-14,3.718439,111.0
2023-10-15,3.740215,104.0
2023-10-16,3.745622,97.0
2023-10-17,4.292426,74.0
2023-10-18,4.268629,66.0
2023-10-19,4.231841,57.0
2023-10-20,4.183021,67.0
2023-10-21,4.123048,68.0
2023-10-22,3.496154,55.0
2023-10-23,3.416182,34.0
2023-10-24,3.327214,39.0
2023-10-25,3.229829,33.0
2023-10-26,3.12454,54.0
2023-10-27,0.809622,58.0
2023-10-28,0.689823,49.0
2023-10-29,0.563305,58.0
2023-10-30,0.43035,73.0
2023-10-31,0.291188,107.0
2023-11-01,0.14599,115.0
2023-11-02,2.19705,122.0
2023-11-03,2.040074,121.0
2023-11-04,1.877234,92.0
2023-11-05,1.708469,91.0
2023-11-06,1.53365,77.0
2023-11-07,1.352586,78.0
2023-11-08,1.165024,113.0
2023-11-09,0.970651,99.0
2023-11-10,0.769102,94.0
2023-11-11,0.559969,81.0
2023-11-12,0.34282,82.0
2023-11-13,0.117214,73.0
2023-11-14,-0.117269,60.0
2023-11-15,-0.360999,33.0
2023-11-16,-0.614261,30.0
2023-11-17,-0.877215,26.0
2023-11-18,-1.149854,32.0
2023-11-19,-1.43196,68.0
2023-11-20,-1.723053,96.0
2023-11-21,-2.022326,153.0
2023-11-22,-2.328525,160.0
2023-11-23,-2.639654,186.0
2023-11-24,-2.951941,167.0
2023-11-25,-2.698061,177.0
2023-11-26,-2.926892,171.0
2023-11-27,-2.828668,158.0
2023-11-28,-2.556861,150.0
2023-11-29,-2.827054,161.0
2023-11-30,-2.547592,148.0
2023-12-01,-2.27985,123.0
2023-12-02,-2.025552,100.0
2023-12-03,-1.785461,104.0
2023-12-04,-1.559951,113.0
2023-12-05,-1.349223,107.0
2023-12-06,-1.15342,134.0
2023-12-07,-0.416155,125.0
2023-12-08,-0.25082,113.0
2023-12-09,-0.101282,127.0
2023-12-10,0.031806,123.0
2023-12-11,0.147513,92.0
2023-12-12,0.244564,96.0
2023-12-13,0.321289,110.0
2023-12-14,-0.180979,117.0
2023-12-15,-0.151669,114.0
2023-12-16,-0.150316,124.0
2023-12-17,-0.18021,112.0
2023-12-18,-0.244764,138.0
2023-12-19,-0.347201,150.0
2023-12-20,-0.490122,149.0
2023-12-21,-0.674953,152.0
2023-12-22,-0.901332,148.0
2023-12-23,-1.166468,138.0
2023-12-24,-1.464539,117.0
2023-12-25,-1.786075,113.0
2023-12-26,-2.117023,110.0
2023-12-27,-2.436527,76.0
2023-12-28,-2.154859,95.0
2023-12-29,-2.332106,83.0
2023-12-30,-2.357674,65.0
2023-12-31,-2.243891,52.0
2024-01-01,-2.058491,55.0
2024-01-02,-1.852693,68.0
2024-01-03,-1.650495,59.0
2024-01-04,-1.461541,100.0
2024-01-05,-1.289159,119.0
2024-01-06,-1.133903,148.0
2024-01-07,-0.995111,172.0
2024-01-08,-0.871608,162.0
2024-01-09,-1.31861,158.0
2024-01-10,-1.221636,178.0
2024-01-11,-1.135953,186.0
2024-01-12,-1.060364,182.0
2024-01-13,-0.993773,181.0
2024-01-14,-0.935186,161.0
2024-01-15,-0.883698,140.0
2024-01-16,-0.838486,134.0
2024-01-17,-0.242233,147.0
2024-01-18,-0.763927,130.0
2024-01-19,-0.733233,143.0
2024-01-20,-0.706102,134.0
2024-01-21,-0.681956,155.0
2024-01-22,-0.660241,166.0
2024-01-23,-0.640425,148.0
2024-01-24,-0.621993,124.0
2024-01-25,-0.604445,92.0
2024-01-26,-0.587297,83.0
2024-01-27,-0.570082,64.0
2024-01-28,-0.552352,68.0
2024-01-29,0.022878,74.0
2024-01-30,0.042882,74.0
2024-01-31,0.06458,100.0
2024-02-01,0.088291,117.0
2024-02-02,0.114279,122.0
2024-02-03,0.142753,124.0
2024-02-04,0.173857,135.0
2024-02-05,-0.3489,158.0
2024-02-06,-0.312401,159.0
2024-02-07,-0.273289,148.0
2024-02-08,-0.231728,161.0
2024-02-09,-0.187959,127.0
2024-02-10,-0.142297,151.0
2024-02-11,-0.095124,162.0
2024-02-12,-0.046886,156.0
2024-02-13,0.001918,136.0
2024-02-14,0.050746,141.0
2024-02-15,0.099017,150.0
2024-02-16,0.146123,139.0
2024-02-17,0.747999,113.0
2024-02-18,0.790878,100.0
2024-02-19,0.830669,73.0
2024-02-20,0.866711,54.0
2024-02-21,0.89834,49.0
2024-02-22,0.924883,56.0
2024-02-23,0.389099,104.0
2024-02-24,0.403416,108.0
2024-02-25,-1.79162,115.0
2024-02-26,-1.792396,132.0
2024-02-27,-1.801873,120.0
2024-02-28,-1.820883,130.0
2024-02-29,-1.850325,126.0
2024-03-01,-1.891173,117.0
2024-03-02,-1.944495,96.0
2024-03-03,-2.011462,102.0
2024-03-04,0.108831,109.0
2024-03-05,0.010666,110.0
2024-03-06,-0.105191,100.0
2024-03-07,-0.240087,96.0
2024-03-08,0.161475,102.0
2024-03-09,-0.013978,96.0
2024-03-10,-0.208699,77.0
2024-03-11,-3.1772,74.0
2024-03-12,-3.392113,83.0
2024-03-13,-3.5926,81.0
2024-03-14,-3.745186,68.0
2024-03-15,-3.80422,52.0
2024-03-16,-1.527483,62.0
2024-03-17,-1.312097,73.0
2024-03-18,-0.986091,120.0
2024-03-19,-0.594691,132.0
2024-03-20,-0.177965,123.0
2024-03-21,0.235648,159.0
2024-03-22,0.628285,163.0
2024-03-23,0.989704,154.0
2024-03-24,1.314601,161.0
2024-03-25,1.60079,163.0
2024-03-26,1.848118,138.0
2024-03-27,2.057852,113.0
2024-03-28,2.23225,98.0
2024-03-29,2.374213,79.0
2024-03-30,2.486969,51.0
2024-03-31,2.573814,63.0
2024-04-01,2.637925,31.0
2024-04-02,2.682231,36.0
2024-04-03,2.709348,37.0
2024-04-04,2.721557,49.0
2024-04-05,2.720811,78.0
2024-04-06,0.506578,80.0
2024-04-07,0.484587,83.0
2024-04-08,0.453796,78.0
2024-04-09,0.41514,56.0
2024-04-10,0.369379,56.0
2024-04-11,0.317128,91.0
2024-04-12,0.258886,87.0
2024-04-13,0.195049,121.0
2024-04-14,0.125934,150.0
2024-04-15,2.253967,171.0
2024-04-16,2.174987,185.0
2024-04-17,2.091319,211.0
2024-04-18,2.003078,224.0
2024-04-19,2.466908,242.0
2024-04-20,2.369748,232.0
2024-04-21,2.268205,233.0
2024-04-22,2.162315,266.0
2024-04-23,1.495547,268.0
2024-04-24,1.381058,251.0
2024-04-25,-0.939848,211.0
2024-04-26,1.139421,142.0
2024-04-27,1.012426,138.0
2024-04-28,0.881479,117.0
2024-04-29,0.746776,99.0
2024-04-30,0.608593,86.0
2024-05-01,0.467316,119.0
2024-05-02,0.323469,144.0
2024-05-03,0.177753,160.0
2024-05-04,0.031088,186.0
2024-05-05,-0.115341,185.0
2024-05-06,-0.26004,205.0
2024-05-07,-0.401157,192.0
2024-05-08,-0.536463,171.0
2024-05-09,-2.865528,181.0
2024-05-10,-2.981067,172.0
2024-05-11,-3.082122,173.0
2024-05-12,-3.165565,199.0
2024-05-13,-3.228569,244.0
2024-05-14,-3.268949,203.0
2024-05-15,-3.285492,208.0
2024-05-16,-3.278157,213.0
2024-05-17,-3.248112,203.0
2024-05-18,-3.19756,180.0
2024-05-19,-3.129437,181.0
2024-05-20,-3.047052,155.0
2024-05-21,-2.953774,177.0
2024-05-22,-2.852792,165.0
2024-05-23,-3.693958,143.0
2024-05-24,-3.5858,142.0
2024-05-25,-3.477402,112.0
2024-05-26,-3.370519,130.0
2024-05-27,-3.266597,144.0
2024-05-28,-3.166842,164.0
2024-05-29,-0.870097,169.0
2024-05-30,-0.781605,159.0
2024-05-31,0.246972,156.0
2024-06-01,0.320876,178.0
2024-06-02,0.386258,205.0
2024-06-03,0.442213,213.0
2024-06-04,0.487709,213.0
2024-06-05,0.521545,181.0
2024-06-06,0.542318,158.0
2024-06-07,-1.65377,163.0
2024-06-08,-1.664203,173.0
2024-06-09,-1.693147,154.0
2024-06-10,-1.74263,124.0
2024-06-11,-1.814504,106.0
2024-06-12,-1.910142,124.0
2024-06-13,-2.030026,151.0
2024-06-14,-2.173295,158.0
2024-06-15,0.421435,148.0
2024-06-16,-0.315157,151.0
2024-06-17,-0.504401,140.0
2024-06-18,-0.694344,133.0
2024-06-19,-0.875594,151.0
2024-06-20,-1.039078,165.0
2024-06-21,-0.620837,150.0
2024-06-22,-0.729428,159.0
2024-06-23,-0.807132,163.0
2024-06-24,-0.855989,153.0
2024-06-25,-0.880343,146.0
2024-06-26,-0.885659,179.0
2024-06-27,-0.877469,174.0
2024-06-28,-0.860687,179.0
2024-06-29,-0.839313,219.0
2024-06-30,-0.816404,212.0
2024-07-01,-0.794191,198.0
2024-07-02,-0.774248,197.0
2024-07-03,-0.757657,178.0
2024-07-04,-0.745139,138.0
2024-07-05,-0.737172,138.0
2024-07-06,-0.734061,128.0
2024-07-07,-0.736004,121.0
2024-07-08,-0.743123,111.0
2024-07-09,-0.755494,143.0
2024-07-10,-0.773163,183.0
2024-07-11,-0.796154,172.0
2024-07-12,-0.824471,162.0
2024-07-13,-0.858095,176.0
2024-07-14,-0.896979,211.0
2024-07-15,-0.941038,242.0
2024-07-16,-0.990127,286.0
2024-07-17,-1.044025,284.0
2024-07-18,-1.102403,290.0
2024-07-19,-1.164783,274.0
2024-07-20,-1.23049,228.0
2024-07-21,-1.298586,219.0
2024-07-22,-1.367793,172.0
2024-07-23,-1.436394,173.0
2024-07-24,-1.502141,173.0
2024-07-25,-1.562168,180.0
2024-07-26,-1.612968,198.0
2024-07-27,-1.650488,210.0
2024-07-28,-1.67043,202.0
2024-07-29,-1.66877,213.0
2024-07-30,-1.642422,231.0
2024-07-31,-1.589813,270.0
2024-08-01,-1.511128,259.0
2024-08-02,-1.408119,241.0
2024-08-03,-1.283615,231.0
2024-08-04,-1.140973,231.0
2024-08-05,-0.983636,214.0
2024-08-06,-0.814863,240.0
2024-08-07,-0.637587,275.0
2024-08-08,-0.454373,285.0
2024-08-09,-0.267425,264.0
2024-08-10,-0.07861,250.0
2024-08-11,-0.446056,245.0
2024-08-12,-0.25794,230.0
2024-08-13,-0.0719,209.0
2024-08-14,0.111183,178.0
2024-08-15,0.290583,157.0
2024-08-16,0.465699,199.0
2024-08-17,0.636021,198.0
2024-08-18,0.8011,202.0
2024-08-19,0.960518,225.0
2024-08-20,1.113862,217.0
2024-08-21,0.313712,210.0
2024-08-22,0.453543,213.0
2024-08-23,0.585811,214.0
2024-08-24,0.709851,223.0
2024-08-25,0.824867,204.0
2024-08-26,0.929898,220.0
